,page_ptr_id,body,description,summary,type,transcript,pub_date,created_on,author,category_id,content_lang_id,image_id,institution,pin_rank,is_pinned,Category
59,108,"[{""type"": ""text"", ""value"": {""text"": ""<p>  </p><p><b>Attention</b> refers to how and where your senses and your thinking are <b>focused </b>at any moment.</p><p>\u00d7 To some extent we can control our attention and therefore what enters our conscious mind</p><p>\u00d7 Attention is like a spotlight because you can adjust what you focus on</p><p>\u00d7 Attention is like a muscle because practice leads to improved control </p><p>\u00d7 You can learn to manage the focus of your attention in order to feel better and work more effectively</p><p><b>Learn more</b></p><p>Tips for improving your mental focus:  <a href=\""https://www.verywellmind.com/things-you-can-do-to-improve-your-mental-focus-4115389\"">https://www.verywellmind.com/things-you-can-do-to-improve-your-mental-focus-4115389</a></p><p>Open Focus Attention Training: <a href=\""https://www.openfocusattentiontraining.com/\"">https://www.openfocusattentiontraining.com/</a> </p>""}, ""id"": ""d9b40a0c-f757-4bed-bdb1-ab172a6dc175""}]",<p>Introducing a useful mental skill which requires practice</p>,A sort of mind control,text,,2020-09-09,2020-09-09,MGT,14,,116,,1,False,Mental Exercise
60,55,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>If you look at the research on academic achievement, you will find that it is associated with (but not guaranteed by):<br/></p><p>\u00d7 Resilience: Being able to tolerate delay, failure, criticism and self-doubt.</p><p>\u00d7 Positive coping: Learning from mistakes, managing emotions and seeking support.</p><p>\u00d7 Self-efficacy: Believing that you have the ability to achieve your goal.</p><p>\u00d7 Optimism: Believing that you will achieve your goal.</p><p>\u00d7 Persistence: Not giving up, despite obstacles and however long it takes.<br/></p><p>There is no self-help tool that can make you a more optimistic or resilient person overnight, but you can practice new ways of thinking and behaving. For example:</p><p>\u00d7 You can develop optimism by learning to appreciate what you\u2019ve achieved.</p><p>\u00d7 You can increase resilience by practicing meditation.<br/></p><p>On that basis, the options in this module provide information and activities to support more effective self-management in academic and occupational roles.<br/></p><p><b>Suggested reading</b></p><p><a href=\""https://thesiswhisperer.com/about/\"">The Thesis Whisperer</a>: A blog dedicated to the topic of doing a PhD and completing a dissertation.</p>""}, ""id"": ""6e696876-dadc-4b51-bb1f-b95400e2de1e""}]",<p><b>Our thinking behind the selection of self-help options in this module.</b></p>,What we know,text,,2020-03-09,2020-03-09,UWE,5,,53,,1,False,Information
61,54,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>Your brain is 2% of your weight but consumes 20% of your energy. For an effective working brain it is important to maintain your energy levels and your general health. The following checklist may help:</p><p><b>Have I eaten recently?</b></p><p>Eating regular meals and a balanced diet help to maintain energy levels and general health.</p><p><b>Am I drinking enough fluid?</b></p><p>To avoid dehydration, 6-8 glasses a day is recommended by the NHS. Water is more effective than energy drinks, coffee, alcohol and fruit juice.</p><p><b>Am I drinking too much caffeine?</b></p><p>Too much caffeine from tea, coffee, cola or energy drinks can make you feel shaky and irritable, reduce concentration and affect the quality of your sleep.</p><p><b>Have I slept?</b></p><p>Sleep is essential for the maintenance of every system in the body. Without sleep you will be irritable, depressed, unable to concentrate, forgetful and accident-prone. The NHS recommends a regular 7-9 hours of sleep per night.</p><p><b>Am I managing my use of alcohol or drugs?</b></p><p>Whatever pleasure you get from alcohol or drugs, it is useful to be aware of the ways that they harm your ability to work, to study and to manage daily life.</p><p></p><p><b>Homework option</b></p><p>Check out <a href=\""https://www.expertselfcare.com/health-apps/student-health-app/\"">the Student Health app</a>.</p>""}, ""id"": ""8378eac0-dece-4db7-8bef-11642674152e""}]",<p><b>Five questions to check the physical bases of your mental functions</b></p>,A self-care checklist,text,,2020-03-09,2020-03-09,UWE,5,,52,,1,False,Mental Exercise
62,92,"[{""type"": ""text"", ""value"": {""text"": ""<p>  </p><p>\u00d7 Emotions are constructed by the neural networks of the brain and reflect the complexity of human experience</p><p>\u00d7 Each of us has a unique emotional palette shaped by our culture and upbringing</p><p>\u00d7 While you can undoubtedly feel pure terror, fury or joy on occasion, in everyday life your emotions are likely to be a bit of a mix</p><p>\u00d7 Emotions help us make sense of a situation though not necessarily how best  to respond</p><p><b>Listen to a talk</b></p><p><a href=\""https://www.ted.com/talks/lisa_feldman_barrett_you_aren_t_at_the_mercy_of_your_emotions_your_brain_creates_them?language=en\"">https://www.ted.com/talks/lisa_feldman_barrett_you_aren_t_at_the_mercy_of_your_emotions_your_brain_creates_them?language=en</a> </p>""}, ""id"": ""c6142f70-3b65-4a3f-b445-065e28b6c9a4""}]",<p>What research tells us about how emotions are made</p>,Neuroscience in four bullet points,text,,2020-09-09,2020-09-09,MGT,13,,100,,1,False,Information
63,58,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p><a href=\""http://www.anxietyuk.org.uk/\""><b>Anxiety UK</b></a></p><p>A national charity for people affected by anxiety disorders. We work to relieve and support those living with anxiety and anxiety-based depression by providing information, support and understanding via an extensive range of services, including 1:1 therapy.<br/></p><p><a href=\""http://b-eat.co.uk\""><b>B-eat</b></a><b> (Beat Eating Disorders)</b></p><p>Provides advice and support and information for anyone with an eating disorder inc anorexia and bulimia nervosa. Helpline: <b>0808 801 0677.</b> Youthline: <b>0808 801 0711.</b> Studentline: <b>0808 801 0811.<br/></b></p><p><a href=\""https://www.bigwhitewall.com/v2/LandingV2.aspx?ReturnUrl=%2f\""><b>Big White Wall</b></a></p><p>An online mental wellbeing service which combines social networking principles with clinically informed interventions and the power of the community to help people experiencing mild to moderate psychological distress.<br/></p><p><a href=\""http://www.mind.org.uk/\""><b>MIND</b></a></p><p>A national charity for people with mental health concerns. Provides information advice and support, on- and offline.<br/></p><p><b>NHS list of mental health helplines</b> (includes some listed <a href=\""https://www.nhs.uk/conditions/stress-anxiety-depression/mental-health-helplines/\"">here</a>)</p><p></p><p><a href=\""http://www.mentalhealth.org.uk/\""><b>Mental Health Foundation</b></a></p><p>A national charity which aims to help people thrive through understanding, protecting and sustaining their mental health.<br/></p><p><a href=\""http://eating-disorders.org.uk\""><b>National Centre for Eating Disorders</b></a></p><p>Help and treatment for people who may be suffering from an eating disorder.</p><p>Helpline: 0845 838 2040.<br/></p><p><a href=\""http://www.papyrus-uk.org\""><b>Papyrus</b></a></p><p>A charity committed to suicide prevention and the wellbeing of young people. Helpline: <b>0800 068 4141</b> or email pat@papyrus-uk.org.<br/></p><p><a href=\""https://www.rcpsych.ac.uk/mental-health\""><b>Royal College of Psychiatrists</b></a></p><p>User-friendly and evidence-based information on mental health problems, treatments and other topics, written by psychiatrists with help from patients and carers.<br/></p><p><a href=\""http://www.samaritans.org.uk\""><b>Samaritans</b></a></p><p>Confidential, non-judgmental support. Helpline: <b>116 123</b> (free 24-hours) or email jo@samaritans.org (24 hour response time).<br/></p><p><a href=\""http://www.sane.org.uk/home\""><b>Sane Line</b></a></p><p>An out-of-hours helpline, open every day of the year 4.30-10.00 pm: <b>0300 304 7000.</b> Also provides resources for mental health advice and support.</p><p></p><p><a href=\""https://www.studentsagainstdepression.org/\""><b>Students against depression</b></a></p><p>A website offering advice, information and guidance to those affected by low mood, depression and suicidal thinking.</p><p><b><br/></b><a href=\""http://www.topuk.org/\""><b>Triumph Over Phobia</b></a><b> (TOP UK)</b></p><p>A national charity which aims to help sufferers of phobias, obsessive compulsive disorder and other related anxiety concerns to overcome their fears.</p>""}, ""id"": ""8e6fd05f-bacb-4d76-9ff8-191e8f1b78d5""}]",<p><b>Summary Information and contact details for UK agencies offering mental health advice and support .</b></p>,Offering advice and support,text,,2020-03-10,2020-03-10,UWE,4,,56,,1,False,Links
64,57,"[{""type"": ""text"", ""value"": {""text"": ""<p>For non-urgent concerns about your physical or mental health:</p><ul><li>Make an appointment to see your <b>NHS General Practitioner</b> or discuss options at your local Health Centre.</li><li><b>Find a Counsellor or Psychotherapist</b> via the <a href=\""https://www.bacp.co.uk/search/Therapists\"">British Association</a> for Counselling and Psychotherapy.</li><li><b>Find a Psychologist</b> via the <a href=\""https://www.bps.org.uk/lists/DIR\"">British Psychological Society</a>.</li></ul>""}, ""id"": ""3377e3aa-cca5-4f2c-ba13-c160e721d667""}]",<p><b>Contact information for non-urgent mental health concerns.</b></p>,Non-urgent concerns.,text,,2020-03-10,2020-05-05,UWE,4,,55,,1,False,Links
65,61,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><ul><li>Call <b>999</b> only in a medical emergency. This is when someone is seriously ill or injured and their life is at risk.<br/></li><li>For urgent medical advice call the NHS <b>111</b> (England) or NHS Direct (Wales).<br/></li><li>For urgent medical attention, visit your local <b>Accident &amp; Emergency</b> (A&amp;E) department or ask for an Emergency Appointment at your local health centre.<br/></li><li>If you are feeling very distressed, despairing or suicidal, contact the<b> Samaritans</b> for confidential, non-judgmental support: <b>116 123</b> (free 24-hours) or email jo@samaritans.org (24 hour response time).<br/></li><li><a href=\""http://www.sane.org.uk/home\""><b>Sane Line</b></a> is an out-of-hours helpline, open every day of the year 4.30-10.00 pm: <b>0300 304 7000.</b><br/></li><li><b>Papyrus</b> is a charity committed to suicide prevention and the wellbeing of young people. Helpline: <b>0800 068 4141</b> or email pat@papyrus-uk.org.</li></ul>""}, ""id"": ""e06c4202-4169-4eaf-82dc-feddbdf05d45""}]",<p><b>UK contact information for a life-threatening emergency</b></p>,for a life-threatening emergency,text,,2020-03-10,2020-03-10,UWE,4,,59,,1,False,Links
66,56,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>lack of integration and appreciation by the institution, role and responsibilities not clearly defined, lack of adequate workspace, worrying about giving presentations, lack of support and guidance from supervisors, unclear about what I\u2019m doing, and why little recognition of student development needs, questioning whether I\u2019m doing the right thing, lack of awareness of differing postgraduate and undergraduate identities, worrying about finance privileging undergraduates over postgraduates, limited provision of activities and services for postgraduates, prejudice against mental illness, intolerance of psychological weakness feel, I\u2019m getting nowhere a belief in persistence at all costs excessive, negative feedback and criticism, competitiveness and lack of collaboration, worrying about running out of time, bullying and exploitation, ineffective and damaging complaints procedures, worrying about publishing, comparing myself negatively with other researchers, worrying about getting a job.</p><p><b>Suggested reading</b></p><p><a href=\""http://www.psypag.co.uk/psypag-guide/\"">PsycPAG Guide</a>. Written by postgraduates for postgraduates</p>""}, ""id"": ""863fe7be-eff8-4443-a9cf-aa14f6d5dde3""}]",<p><b>What research tells us about the PGR experience - can you find yourself here?</b></p>,Why you might need to use this app,text,,2020-03-09,2020-03-28,UWE,5,,65,,1,False,Information
67,44,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p><a href=\""https://thewellbeingthesis.org.uk/\"">The Wellbeing Thesis.</a> An online resource for postgraduate research students to support your wellbeing, learning and research.</p><p></p><p><a href=\""https://www.thestudentsunion.co.uk/soc/20410/\"">DOCSOC</a>: A social and academic support network that is run by postgraduate researchers.</p><p></p><p><a href=\""https://www1.uwe.ac.uk/research/postgraduateresearchstudy/currentpgresearchers/graduateschoolhandbook.aspx\"">UWE Postgraduate Researchers\u2019 Handbook</a></p><p></p><p><a href=\""https://www2.uwe.ac.uk/services/Marketing/research/pdf/graduate-school/code_of_practice_aug_2011.pdf\"">UWE Postgraduate Research Degree Programmes Code of Practice</a>:</p><p>pp.11-12 on Support for Research Degree Candidates</p><p>pp.15-17 on the Supervision Process</p><p>pp. 34-35 on Resolving Problems and Academic Complaints</p><p></p><p>All support options at UWE including self-help resources:</p><p><a href=\""https://www1.uwe.ac.uk/students/healthandwellbeing/supportoptions.aspx\"">https://www1.uwe.ac.uk/students/healthandwellbeing/supportoptions.aspx</a></p><p></p><p><a href=\""https://www1.uwe.ac.uk/study/internationalstudents/internationalstudentsupport.aspx\"">International Student Support</a></p><p></p><p><a href=\""https://www2.uwe.ac.uk/services/Marketing/students/pdf/Wellbeing-resources/The-Science-behind-Wellbeing.pdf\"">The Science behind Wellbeing</a></p><p></p><p><a href=\""https://www1.uwe.ac.uk/students/healthandwellbeing/wellbeingservice/resilience.aspx\"">Developing resilience</a></p><p></p><p><a href=\""http://sawest.org/about-sa-west/\"">Social anxiety</a></p><p>Information about social and related anxieties.</p><p></p><p><a href=\""https://www1.uwe.ac.uk/students/healthandwellbeing/wellbeingservice/talktosomeoneonline.aspx\"">Kooth Student</a>: Online counselling and community forums.</p><p></p><p><a href=\""https://www1.uwe.ac.uk/students/studysupport/studyskills/studyskillsevents.aspx\"">UWE Study skills events</a></p><p><a href=\""https://www1.uwe.ac.uk/whyuwe/fantasticfacilities/studyspaces.aspx\"">Study Spaces</a></p><p></p><p><a href=\""https://www1.uwe.ac.uk/about/departmentsandservices/professionalservices/centreforsport.aspx\"">UWE Centre for Sport</a></p><p><a href=\""https://www.uwe.ac.uk/futures/centre-for-music.shtml\"">UWE Centre for Music</a></p><p><a href=\""https://info.uwe.ac.uk/events/eventlisting.aspx\"">UWE Events</a></p><p><a href=\""https://www.thestudentsunion.co.uk/opportunities/societies/\"">Student Union Societies and activities</a>.</p><p><a href=\""https://www1.uwe.ac.uk/whyuwe/fantasticfacilities/socialspaces.aspx\"">Social spaces</a></p><p></p><p><a href=\""https://www1.uwe.ac.uk/students/careersandemployability/volunteering.aspx\"">Volunteering at UWE</a></p><p><a href=\""https://www.thestudentsunion.co.uk/opportunities/volunteering/\"">Students&#x27; Union Volunteering</a></p><p><a href=\""https://eur01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.bristol.gov.uk%2Fpeople-communities%2Fvolunteering-in-bristol&amp;data=02%7C01%7CPhil.Topham%40uwe.ac.uk%7C888ac2ead4f34eba6a9108d6c1ae8a71%7C07ef1208413c4b5e9cdd64ef305754f0%7C0%7C0%7C636909353733966232&amp;sdata=ebWMSva65NFmMjqDDz4sz3rxw8DQTEMsG0BQo%2BmD400%3D&amp;reserved=0\"">Volunteering in Bristol</a></p>""}, ""id"": ""616b5a2f-3a50-448a-a448-de88e8b36d23""}]",<p>Use these links to obtain further information and resources.</p>,Resources to support your research journey,text,,2020-03-05,2020-04-17,UWE,5,,76,,1,False,Links
68,63,"[{""type"": ""animated"", ""value"": {""url"": ""https://modules.sam-app.uk/embeds/eisenhower_matrix_embed.html""}, ""id"": ""cbf4bffc-cf22-46a8-aa41-c39fce7218e1""}]",<p></p><p>Categorise your tasks according to their <b><i>importance</i></b> and their <b><i>urgency:</i></b></p><ul><li><i>High importance + High urgency = Priority 1:</i> <b><i>Do immediately.</i></b></li><li><i>High importance + Low urgency</i> <i>= Priority 2:</i> <b><i>Put on schedule for action.</i></b></li><li><i>Low importance + High urgency</i> <i>= Priority 3:</i> <b><i>Delegate or do next.</i></b></li><li><i>Low importance + Low urgency</i> <i>= Priority 4:</i> <b><i>Don’t do at all.</i></b></li></ul><p>Adjust priorities in line with your resources and abilities.</p><p>Review periodically or as circumstances change<b>.</b></p><p></p>,The Eisenhower Matrix,selfHelpTool,,2020-03-09,2020-04-02,MGT,7,,73,,1,False,Mental Exercise
69,82,"[{""type"": ""text"", ""value"": {""text"": ""<p>     </p><p>Talking to yourself is normal, natural and has many uses. However: </p><p>\u00d7 Your style of self-talk   can be more or less helpful </p><p>\u00d7 Unhelpful self-talk tends   to be critical, pessimistic, discouraging, undermining</p><p>\u00d7 Helpful self-talk tends   to be appreciative, optimistic, encouraging, supportive</p><p></p><p>Habits of self-talk tend to be well-established but you can</p><p>\u00d7 Aim for more of a balance   between helpful and unhelpful styles</p><p>\u00d7 Notice when you are using   a lot of unhelpful self-talk</p><p>\u00d7 Practice using more   helpful self-talk, even if it feels unnatural at first</p><p></p><p><b>Try recording</b> some   encouraging phrases for you to listen to when needed.</p><p><b>Read about it:</b> <a href=\""https://positivepsychology.com/positive-self-talk/\"">https://positivepsychology.com/positive-self-talk/</a></p>""}, ""id"": ""cf1a5f8d-b61d-4052-9d43-7ca6d1ffda2c""}]",<p>Helpful and unhelpful ways of talking to yourself</p>,Towards more positive self-talk,text,,2020-09-09,2020-09-09,MGT,12,,90,,1,False,Information
70,53,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>Treat your PhD as a job so that it doesn\u2019t take over your life:</p><p>\u00d7 Set definite working hours, even if you can\u2019t always keep to them.</p><p>\u00d7 Don\u2019t say yes to everything you\u2019re asked. Try saying \u201c<i>I\u2019ll have to think about that</i>\u201d to give you time to consider what extra work you can manage.<br/></p><p>Make sure you have time off from your PhD job:</p><p>\u00d7 Schedule regular breaks to do something different.</p><p>\u00d7 Book holidays well in advance so that you have something to look forward to.</p><p>\u00d7 Get something (or someone) else in your life that is also important to you.<br/></p><p>Value your relationships:</p><p>\u00d7 Supportive networks of family, friends or colleagues.</p><p>\u00d7 A social life outside your place of study.</p><p>\u00d7 People to talk to about how you\u2019re getting on.</p><p></p><p><b>Homework options</b></p><p>A. Which of the above are you OK with and which do you need to prioritise?</p><p>B. Read the <a href=\""https://www.timeshighereducation.com/features/workload-survival-guide-for-academics\"">THES survival guide.</a></p>""}, ""id"": ""10c42f1f-5f81-4d5a-82c5-b5529a8e1387""}]",<p><b>Tips on managing the work-life balance in postgraduate research.</b></p>,Organising life to support your work,text,,2020-03-09,2020-04-17,UWE,5,,74,,1,False,Information
71,48,"[{""type"": ""text"", ""value"": {""text"": ""<p><br/>On this site you&#x27;ll find a growing collection of <a href=\""https://www.fragrantheart.com/cms/free-audio-meditations\"">free guided audio meditations</a> and visualizations drawing upon traditional and modern meditation techniques.<br/> There are <a href=\""https://www.fragrantheart.com/cms/articles/meditation-for-beginners\"">meditations for beginners</a> and ones for more experienced meditators:<br/><br/> <a href=\""https://www.fragrantheart.com/cms/free-audio-meditations\"">https://www.fragrantheart.com/cms/free-audio-meditations</a></p>""}, ""id"": ""1af3cf44-325a-4eb8-af68-02fba0da02d2""}]","<p><b>Follow this link to a collection of</b> <a href=""https://www.fragrantheart.com/cms/free-audio-meditations""><b>meditations</b></a><b> and visualizations.</b></p>",For relaxation and stress relief,text,,2020-03-05,2020-04-17,UWE,5,,78,,1,False,Links
72,18,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p><b>Read each of these sentences twice, very slowly:</b></p><ul><li>Panic is an intense form of anxiety which is a normal response to stress.</li><li>Rightly or wrongly, my brain senses a threat to my health and wellbeing.</li><li>These panicky feelings are uncomfortable but they will gradually subside.</li></ul><p></p><p>Try <b>Calm Breathing</b>, P<b>icture Peace</b> and C<b>hange the Focus</b> in this app.</p><p>Try this <a href=\""https://www.youtube.com/watch?v=nKKaKe6S8HU\""><b>13 Minute Calm Down</b></a><b><br/></b></p><p>Allow time for your anxious feelings to subside.</p><p>Consult your Doctor if anxiety symptoms are intense and persistent.</p>""}, ""id"": ""22d181a6-9689-435c-a798-781c34827ff1""}]",<p><b>The first words to say to yourself to help you contain your anxious feelings.</b></p>,Use when feeling very anxious or panicky,text,,2020-03-03,2020-05-05,UWE,1,,15,,1,False,Mental Exercise
73,43,"[{""type"": ""text"", ""value"": {""text"": ""<p>What is loneliness?</p><ul><li>\u2018A complex and usually unpleasant <a href=\""https://en.wikipedia.org/wiki/Emotion\"">emotional</a> response to <a href=\""https://en.wikipedia.org/wiki/Social_isolation\"">isolation</a>\u2019 (<i>Wikipedia</i>).</li><li>\u2018The feeling we get when our need for rewarding social contact and relationships is not met\u2019 (<i>MIND</i>).</li></ul><p>How common is it?</p><ul><li>In the year 2016-17, 5% of the UK population reported often or always feeling lonely (<i>Office for National Statistics</i>).</li><li>That\u2019s three million people.</li></ul><p>Lonely or alone?</p><ul><li>Most people benefit from having some contact with other people.</li><li>Most people have times when they prefer to be alone.</li><li>Some people prefer being alone or with one other person.</li></ul><p>Find out more:</p><p>\u2018<a href=\""https://www.bbc.co.uk/news/stories-45561334\""><b>I\u2019m surrounded by people but I still feel lonely</b></a><b>\u2019</b>:</p><p><a href=\""https://www.seed.manchester.ac.uk/education/research/bbc-loneliness-experiment/\""><b>The BBC Loneliness Experiment</b></a>:</p><p></p>""}, ""id"": ""e593124a-53dd-47a0-8674-3415c3df1b23""}]",<p><b>A definition and basic facts about loneliness with links to more information.</b></p>,The basics,text,,2020-03-04,2020-05-05,UWE,3,,40,,1,False,Links
74,65,"[{""type"": ""text"", ""value"": {""text"": ""<p>Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices</p>""}, ""id"": ""e55604b4-46f8-45b2-9d0d-8c2c160259ba""}]",<p>Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment</p>,Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best prac,text,,2020-03-27,2020-08-15,Mind Garden Technology,7,1.0,79,,1,False,Other
75,66,"[{""type"": ""text"", ""value"": {""text"": ""<p>Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices</p>""}, ""id"": ""e55604b4-46f8-45b2-9d0d-8c2c160259ba""}]",<p>Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment</p>,Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best prac,text,,2020-03-27,2020-08-15,Mind Garden Technology,7,1.0,80,,1,False,Other
76,67,"[{""type"": ""text"", ""value"": {""text"": ""<p>Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices</p>""}, ""id"": ""e55604b4-46f8-45b2-9d0d-8c2c160259ba""}]",<p>Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment</p>,Some testing in live environment not best practices Some testing in live environment not best practices Some testing in live environment not best prac,text,,2020-03-27,2020-08-15,Mind Garden Technology,7,1.0,81,,1,False,Other
77,68,"[{""type"": ""text"", ""value"": {""text"": ""<p>  </p><p><b>A. </b> The brain and nervous system are completely integrated with the rest of the body. And, as far as we know, our minds are a product of our physical brains. Therefore it is a mistake to talk about mind and body as if they are separate units, even if they feel like it at times. </p><p><b>B.</b> It is useful to remember that your brain is 2% of your body weight but consumes 20% of your energy intake:</p><p>\u00d7 It needs large amounts of energy to manage physical activity as well as internal processes such as temperature, heart rate, blood pressure, endocrine system, digestion and body maintenance</p><p>\u00d7 It needs energy to support thinking, feeling and social interaction through its neurons, nervous pathways and neural networks </p><p>\u00d7 Your brain Is working and using energy even when you are asleep</p><p><b>C.</b> From these facts comes the idea of a <b>body budget</b>, ensuring sufficient energy for the brain to predict and manage the needs of the mind-body system:</p><p>\u00d7 Your body budget needs to <b>stay in balance</b>. For an effective working brain it is important to maintain your energy levels and your general health </p><p>\u00d7 Scientists and health practitioners agree that this is best achieved by how you <b>eat, sleep and exercise</b></p><p><b>D:</b> Find out more about body budgeting from:</p><ul><li> <a href=\""https://sequencewiz.org/2018/03/28/balance-your-body-budget/\"">https://sequencewiz.org/2018/03/28/balance-your-body-budget/</a></li><li><a href=\""https://elemental.medium.com/your-body-has-a-budget-overdrafting-makes-you-sick-17f2720dd86c\"">https://elemental.medium.com/your-body-has-a-budget-overdrafting-makes-you-sick-17f2720dd86c</a></li><li><a href=\""https://thriveglobal.com/stories/body-budget-time-management-vs-energy-management/\"">https://thriveglobal.com/stories/body-budget-time-management-vs-energy-management/</a> </li></ul>""}, ""id"": ""87a648ef-222a-4dd6-9c86-4aab19fe9398""}]",<p> Balancing energy input and output </p>,Read about the importance of keeping up your energy levels,text,,2020-09-07,2020-09-07,MGT,7,,82,,1,False,Information
